generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
89,349,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
90,351,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
91,346,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
92,341,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
93,339,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
94,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
95,328,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
96,337,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
97,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
98,332,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
99,339,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
100,343,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
101,334,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
102,356,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
103,334,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
104,337,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
105,339,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
106,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
107,344,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
108,339,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
109,339,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
110,331,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
111,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
112,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
113,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
114,337,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
115,341,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
116,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
117,339,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
118,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
119,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
120,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
121,325,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
122,321,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
123,344,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
124,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
125,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
126,328,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
127,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
128,341,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
129,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
130,329,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
131,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
132,349,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
133,330,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
134,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
135,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
136,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
137,364,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
138,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
139,337,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
140,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
141,358,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
142,357,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
143,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
144,355,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
145,358,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
146,331,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
147,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
148,325,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
149,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
150,330,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
151,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
152,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
153,332,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
154,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
155,356,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
156,345,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
157,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
158,326,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
159,332,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
160,334,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
161,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
162,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
163,337,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
164,327,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
165,331,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
166,337,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
167,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
168,324,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
169,353,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
170,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
171,335,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
172,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
173,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
174,326,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
175,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
176,335,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
177,354,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
178,332,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
179,327,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
180,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
181,354,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
182,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
183,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
184,358,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
185,323,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
186,337,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
187,328,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
188,355,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
189,341,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
190,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
191,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
192,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
193,327,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
194,330,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
195,355,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
196,358,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
197,349,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
198,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
199,345,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
200,357,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
201,334,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
202,358,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
203,345,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
204,351,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
205,327,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
206,332,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
207,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
208,329,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
209,364,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
210,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
211,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
212,343,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
213,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
214,342,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
215,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
216,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
217,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
218,343,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
219,345,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
220,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
221,335,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
222,320,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
223,344,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
224,344,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
225,328,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
226,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
227,322,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
228,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
229,328,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
230,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
231,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
232,330,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
233,349,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
234,327,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
235,331,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
236,336,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
237,344,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
238,354,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
239,349,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
240,351,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
241,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
242,320,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
243,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
244,334,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
245,340,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
246,345,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
247,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
248,362,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
249,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
250,347,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
251,349,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
252,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
253,331,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
254,338,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
255,354,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
256,337,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
257,353,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
258,346,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
259,363,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
260,360,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
261,335,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
262,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
263,322,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
264,339,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
265,328,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
266,333,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
267,343,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
268,352,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
269,345,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
270,314,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
271,325,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
272,348,1.2795794678211802e-05,1.939079218620806e-05,1.5619707530731896e-05,1.1877266298616195e-06
